Brand,Voucher Details,Expiry Date,Time,Code,Offer Details,Terms & Conditions,Steps to avail,About the brand,Product GUID,Value,Product Service Name,Product Code
Aurelia,N/A,N/A,N/A,N/A,N/A,"1.This is a Aurelia Insta Gift Voucher (GV) or Gift Card (GC) and would be accepted at all Aurelia listed outlets (For outlet list, please visit www.gyftr.com)
2.The person who has the Aurelia GV or GC Code is deemed to be the beneficiary.
3.Do inform the cashier that you plan to use the GV or GC for making payments before billing.
4.Only the listed Aurelia outlets at its sole discretion accept the GV or GC. Aurelia may add or remove an outlet without giving any prior notice.
5.More than one GV or GC can be used in one bill.
6.This is a ONE time use GV / GC.
7.No Credit note or Refund for the unused amount of the GV / GC will be given.
8.Aurelia GV or GC CANNOT be revalidated once expired.
9.Aurelia GV or GC can be used during sale.
10.Aurelia GV or GC cannot be redeemed on specific block out dates. Aurelia may add or delete any date on its sole discretion.
11.Any dispute related to the Insta Gift Voucher (GV) or Insta Gift Card (GC) should be referred to the issuing company and the decision of the issuing company shall be final.
12.Aurelia makes full efforts to accept Insta Gift Voucher (GV) or Gift Card (GC), but on account of any technical / administrative reasons an outlet may refuse to accept the same.
13.If an Insta Gift Voucher (GV) or Gift Card (GC) gets blocked on account of technical issue, it would get enabled in 72 hours.
14.Please contact Shop manager for any acceptance issue and if issue is still not resolved, you can write in to bit.ly/2CsY6BX or call 18001033314 for immediate help",Select your choice of merchandise.            Share your Gift Voucher with the cashier at the time of billing & pay the remaining amount by cash or card if required.,"Ethnic clothing has been re-defined with the latest collection of Aurelia clothes. The brand gives women a strong reason to dress up in contemporary and Indian wear. With a wide range of Kurti, palazzo, suits, and bottom wear, give yourself a makeover this season. Shop for Aurelia's traditional clothing at the best prices. Use Aurelia Gift Vouchers and Aurelia Gift Cards to avail great discounts on your next ethnic wear shopping.",2621E1A3-FC2D-4102-B7A5-1D2B649CDE78,5000,Aurelia INR 5000,AUR5000
Luxe Gift Card,N/A,N/A,N/A,N/A,N/A,"1.IMPORTANT – Luxe GV / GC CANNOT be revalidated once expired or cancelled under any circumstances.
2.The person who has the Luxe GV / GC is deemed to be the beneficiary
3.These Terms & Conditions are for the electronic version of the Luxe Gift Card.
4.Luxe Gift Card is issued by Qwikcilver Solutions Private Limited and is valid for 12 months from the date of purchase.
5.Luxe Gift Card is redeemable at more than 30 participatory brands across India.
For locations, visit - https://luxegiftcard.com/pages/store-locator
6.Luxe Gift Card is not redeemable at airport stores.
7.Luxe Gift Card is for one time use only.
8.In case the value of the merchandise exceeds the value of the gift card, the difference shall be paid by the bearer. No refunds/credit note shall be issued for unused part of the Luxe Gift Card.
9.Protect the Luxe Gift Card to avoid misuse. RBL or Qwikcilver Solutions Private Limited shall not assume any liability in case the PIN gets stolen / compromised, RBL shall neither replace the Luxe Gift Card nor refund in any form.
10.Multiple Luxe Gift Cards can be used in a single transaction.
11.Once issued, Luxe Gift Card cannot be blocked.
12.Luxe Gift Card can be redeemed only against full priced merchandise.
13.To activate this gift card, SMS ACT space 16-Digit Card Number space 6-Digit Card Pin to 9704200300
14.For balance enquiry & validity, please SMS BAL space 16-Digit Card Number to 9704200300 or visit any merchant location.
15.For complete T&Cs, participating brands and store locations visit luxegiftcard.com. For bulk enquiries or assistance, contact us at info@luxegiftcard.com
16.If you have any feedback please get in touch, you can write in to help@gyftr.com or call 1800 1033 314",Select your choice of merchandise.      Share your Gift Voucher with the cashier at the time of billing & pay the remaining amount by cash or card if required.,"With one ‘Luxe gift card’, shop across 30+ fashion & lifestyle brands. Use this gift card across 380+ stores in India. The curated selection of brands are Armani Exchange, Bally, Bottega Veneta, Brooks Brother, Canali, Coach, Diesel, Dune London, EA7, Emporio Armani, G-Star Raw, GAS, Giorgio Armani, Hamleys, Hugo Boss, Hunkemöller, Jimmy Choo, Kate Spade, Michael Kors, Mothercare, Paul&Shark, Paul Smith, Replay, Salvatore Ferragamo, Satya Paul, Scotch & Soda, Steve Madden, Superdry, The White Crow, Tory Burch, Tumi, Villeroy&Boch & West Elm",9A9A201E-D08D-4DB6-9FD1-D5838A1177EF,2000,Luxe Gift Card INR 2000,LGCV2000
Luxe Gift Card,N/A,N/A,N/A,N/A,N/A,"1.IMPORTANT – Luxe GV / GC CANNOT be revalidated once expired or cancelled under any circumstances.
2.The person who has the Luxe GV / GC is deemed to be the beneficiary
3.These Terms & Conditions are for the electronic version of the Luxe Gift Card.
4.Luxe Gift Card is issued by Qwikcilver Solutions Private Limited and is valid for 12 months from the date of purchase.
5.Luxe Gift Card is redeemable at more than 30 participatory brands across India.
For locations, visit - https://luxegiftcard.com/pages/store-locator
6.Luxe Gift Card is not redeemable at airport stores.
7.Luxe Gift Card is for one time use only.
8.In case the value of the merchandise exceeds the value of the gift card, the difference shall be paid by the bearer. No refunds/credit note shall be issued for unused part of the Luxe Gift Card.
9.Protect the Luxe Gift Card to avoid misuse. RBL or Qwikcilver Solutions Private Limited shall not assume any liability in case the PIN gets stolen / compromised, RBL shall neither replace the Luxe Gift Card nor refund in any form.
10.Multiple Luxe Gift Cards can be used in a single transaction.
11.Once issued, Luxe Gift Card cannot be blocked.
12.Luxe Gift Card can be redeemed only against full priced merchandise.
13.To activate this gift card, SMS ACT space 16-Digit Card Number space 6-Digit Card Pin to 9704200300
14.For balance enquiry & validity, please SMS BAL space 16-Digit Card Number to 9704200300 or visit any merchant location.
15.For complete T&Cs, participating brands and store locations visit luxegiftcard.com. For bulk enquiries or assistance, contact us at info@luxegiftcard.com
16.If you have any feedback please get in touch, you can write in to help@gyftr.com or call 1800 1033 314",Select your choice of merchandise.      Share your Gift Voucher with the cashier at the time of billing & pay the remaining amount by cash or card if required.,"With one ‘Luxe gift card’, shop across 30+ fashion & lifestyle brands. Use this gift card across 380+ stores in India. The curated selection of brands are Armani Exchange, Bally, Bottega Veneta, Brooks Brother, Canali, Coach, Diesel, Dune London, EA7, Emporio Armani, G-Star Raw, GAS, Giorgio Armani, Hamleys, Hugo Boss, Hunkemöller, Jimmy Choo, Kate Spade, Michael Kors, Mothercare, Paul&Shark, Paul Smith, Replay, Salvatore Ferragamo, Satya Paul, Scotch & Soda, Steve Madden, Superdry, The White Crow, Tory Burch, Tumi, Villeroy&Boch & West Elm",41120478-DEBF-4167-A82B-8FE20BBD91C7,5000,Luxe Gift Card INR 5000,LGCV5000
Luxe Gift Card,N/A,N/A,N/A,N/A,N/A,"1.IMPORTANT – Luxe GV / GC CANNOT be revalidated once expired or cancelled under any circumstances.
2.The person who has the Luxe GV / GC is deemed to be the beneficiary
3.These Terms & Conditions are for the electronic version of the Luxe Gift Card.
4.Luxe Gift Card is issued by Qwikcilver Solutions Private Limited and is valid for 12 months from the date of purchase.
5.Luxe Gift Card is redeemable at more than 30 participatory brands across India.
For locations, visit - https://luxegiftcard.com/pages/store-locator
6.Luxe Gift Card is not redeemable at airport stores.
7.Luxe Gift Card is for one time use only.
8.In case the value of the merchandise exceeds the value of the gift card, the difference shall be paid by the bearer. No refunds/credit note shall be issued for unused part of the Luxe Gift Card.
9.Protect the Luxe Gift Card to avoid misuse. RBL or Qwikcilver Solutions Private Limited shall not assume any liability in case the PIN gets stolen / compromised, RBL shall neither replace the Luxe Gift Card nor refund in any form.
10.Multiple Luxe Gift Cards can be used in a single transaction.
11.Once issued, Luxe Gift Card cannot be blocked.
12.Luxe Gift Card can be redeemed only against full priced merchandise.
13.To activate this gift card, SMS ACT space 16-Digit Card Number space 6-Digit Card Pin to 9704200300
14.For balance enquiry & validity, please SMS BAL space 16-Digit Card Number to 9704200300 or visit any merchant location.
15.For complete T&Cs, participating brands and store locations visit luxegiftcard.com. For bulk enquiries or assistance, contact us at info@luxegiftcard.com
16.If you have any feedback please get in touch, you can write in to help@gyftr.com or call 1800 1033 314",Select your choice of merchandise.      Share your Gift Voucher with the cashier at the time of billing & pay the remaining amount by cash or card if required.,"With one ‘Luxe gift card’, shop across 30+ fashion & lifestyle brands. Use this gift card across 380+ stores in India. The curated selection of brands are Armani Exchange, Bally, Bottega Veneta, Brooks Brother, Canali, Coach, Diesel, Dune London, EA7, Emporio Armani, G-Star Raw, GAS, Giorgio Armani, Hamleys, Hugo Boss, Hunkemöller, Jimmy Choo, Kate Spade, Michael Kors, Mothercare, Paul&Shark, Paul Smith, Replay, Salvatore Ferragamo, Satya Paul, Scotch & Soda, Steve Madden, Superdry, The White Crow, Tory Burch, Tumi, Villeroy&Boch & West Elm",D1C42DE8-47A2-4766-9CE1-3E0A8C160326,1000,Luxe Gift Card INR 1000,LGCV1000
BEVERLY HILLS POLO CLUB,N/A,N/A,N/A,N/A,N/A,"1.IMPORTANT – Luxe GV / GC CANNOT be revalidated once expired or cancelled under any circumstances.
2.The person who has the Luxe GV / GC is deemed to be the beneficiary
3.These Terms & Conditions are for the electronic version of the Luxe Gift Card.
4.Luxe Gift Card is issued by Qwikcilver Solutions Private Limited and is valid for 12 months from the date of purchase.
5.Luxe Gift Card is redeemable at more than 30 participatory brands across India.
For locations, visit - https://luxegiftcard.com/pages/store-locator
6.Luxe Gift Card is not redeemable at airport stores.
7.Luxe Gift Card is for one time use only.
8.In case the value of the merchandise exceeds the value of the gift card, the difference shall be paid by the bearer. No refunds/credit note shall be issued for unused part of the Luxe Gift Card.
9.Protect the Luxe Gift Card to avoid misuse. RBL or Qwikcilver Solutions Private Limited shall not assume any liability in case the PIN gets stolen / compromised, RBL shall neither replace the Luxe Gift Card nor refund in any form.
10.Multiple Luxe Gift Cards can be used in a single transaction.
11.Once issued, Luxe Gift Card cannot be blocked.
12.Luxe Gift Card can be redeemed only against full priced merchandise.
13.To activate this gift card, SMS ACT space 16-Digit Card Number space 6-Digit Card Pin to 9704200300
14.For balance enquiry & validity, please SMS BAL space 16-Digit Card Number to 9704200300 or visit any merchant location.
15.For complete T&Cs, participating brands and store locations visit luxegiftcard.com. For bulk enquiries or assistance, contact us at info@luxegiftcard.com
16.If you have any feedback please get in touch, you can write in to help@gyftr.com or call 1800 1033 314",Select your choice of merchandise. Share your Gift Voucher with the cashier at the time of billing & pay the remaining amount by cash or card if required.                ,"With one ‘Luxe gift card’, shop across 30+ fashion & lifestyle brands. Use this gift card across 380+ stores in India. The curated selection of brands are Armani Exchange, Bally, Bottega Veneta, Brooks Brother, Canali, Coach, Diesel, Dune London, EA7, Emporio Armani, G-Star Raw, GAS, Giorgio Armani, Hamleys, Hugo Boss, Hunkemöller, Jimmy Choo, Kate Spade, Michael Kors, Mothercare, Paul&Shark, Paul Smith, Replay, Salvatore Ferragamo, Satya Paul, Scotch & Soda, Steve Madden, Superdry, The White Crow, Tory Burch, Tumi, Villeroy&Boch & West Elm",781C26F0-6E45-4BC0-9189-A8CECEAF8D5C,250,BR INR  250,BRV250
BIBA,N/A,N/A,N/A,N/A,N/A,"1.This is a Biba Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted online at www.biba.in only
2.The person who has Biba GV / GC Code is deemed to be the beneficiary.
3.More than one GV / GC can be used in one bill.
4.This is a ONE time use GV / GC.
5.No Credit note / Refund for the unused amount of the GV / GC will be given.
6.Biba GV / GC CANNOT be revalidated once expired.
7.Biba GV / GC can be clubbed with any on-going promotions on the website. However the Insta GV / GC cannot be clubbed with any other coupon/s.
8.Biba GV / GC cannot be redeemed on specific block out dates. www.biba.inmay add or delete any date on its sole discretion.
9.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
10.If an Insta Gift Voucher (GV) /Gift Card (GC) gets blocked on account of technical issue, it would get enabled in 72 hours.
11.In case of any issue with the Insta GV / GC, you can write in to bit.ly/2CsY6BX or call 1800 1033 314 for immediate help.",Login/SignUp- https://www.biba.in/               Select the product & add to cart.             Proceed to checkout & on payment page click on GyFTR Tab.               Enter the Gift Voucher & click on confirm.                      Pay rest by modes of payment method available if required & click on proceed.,"BIBA Apparels Private Limited (""BIBA""), the Indian fashion giant, stands true to its name. The brand has been dressing and embellishing demure maidens from every corner of India since 1986. Contemporary ethnic fashion at an affordable price is BIBA's commitment to fashion enthusiasts, offering ladies' churidars and dupatta sets in cotton, in shades of every color, and with irresistible color combinations and patterns.",FD2003E8-FC0B-4C0C-A459-3520727068CF,5000,BEVERLY HILLS POLO CLUB INR5000,BHPC5000
BIBA,N/A,N/A,N/A,N/A,N/A,"1.This is a Biba Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted online at www.biba.in only
2.The person who has Biba GV / GC Code is deemed to be the beneficiary.
3.More than one GV / GC can be used in one bill.
4.This is a ONE time use GV / GC.
5.No Credit note / Refund for the unused amount of the GV / GC will be given.
6.Biba GV / GC CANNOT be revalidated once expired.
7.Biba GV / GC can be clubbed with any on-going promotions on the website. However the Insta GV / GC cannot be clubbed with any other coupon/s.
8.Biba GV / GC cannot be redeemed on specific block out dates. www.biba.inmay add or delete any date on its sole discretion.
9.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
10.If an Insta Gift Voucher (GV) /Gift Card (GC) gets blocked on account of technical issue, it would get enabled in 72 hours.
11.In case of any issue with the Insta GV / GC, you can write in to bit.ly/2CsY6BX or call 1800 1033 314 for immediate help.",Login/SignUp- https://www.biba.in/               Select the product & add to cart.             Proceed to checkout & on payment page click on GyFTR Tab.               Enter the Gift Voucher & click on confirm.                      Pay rest by modes of payment method available if required & click on proceed.,"BIBA Apparels Private Limited (""BIBA""), the Indian fashion giant, stands true to its name. The brand has been dressing and embellishing demure maidens from every corner of India since 1986. Contemporary ethnic fashion at an affordable price is BIBA's commitment to fashion enthusiasts, offering ladies' churidars and dupatta sets in cotton, in shades of every color, and with irresistible color combinations and patterns.",66F85C74-D4C3-4D3B-8160-4D9C3C37CBAD,250,BIBA ONLINE INR 250,BIBGV250
BIBA,N/A,N/A,N/A,N/A,N/A,"1.This is a Biba Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted online at www.biba.in only
2.The person who has Biba GV / GC Code is deemed to be the beneficiary.
3.More than one GV / GC can be used in one bill.
4.This is a ONE time use GV / GC.
5.No Credit note / Refund for the unused amount of the GV / GC will be given.
6.Biba GV / GC CANNOT be revalidated once expired.
7.Biba GV / GC can be clubbed with any on-going promotions on the website. However the Insta GV / GC cannot be clubbed with any other coupon/s.
8.Biba GV / GC cannot be redeemed on specific block out dates. www.biba.inmay add or delete any date on its sole discretion.
9.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
10.If an Insta Gift Voucher (GV) /Gift Card (GC) gets blocked on account of technical issue, it would get enabled in 72 hours.
11.In case of any issue with the Insta GV / GC, you can write in to bit.ly/2CsY6BX or call 1800 1033 314 for immediate help.",Login/SignUp- https://www.biba.in/               Select the product & add to cart.             Proceed to checkout & on payment page click on GyFTR Tab.               Enter the Gift Voucher & click on confirm.                      Pay rest by modes of payment method available if required & click on proceed.,"BIBA Apparels Private Limited (""BIBA""), the Indian fashion giant, stands true to its name. The brand has been dressing and embellishing demure maidens from every corner of India since 1986. Contemporary ethnic fashion at an affordable price is BIBA's commitment to fashion enthusiasts, offering ladies' churidars and dupatta sets in cotton, in shades of every color, and with irresistible color combinations and patterns.",03891579-932F-48DF-8A38-C700BF124B83,500,BIBA ONLINE INR 500,BIBGV500
BIBA,N/A,N/A,N/A,N/A,N/A,"1.This is a Biba Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted online at www.biba.in only
2.The person who has Biba GV / GC Code is deemed to be the beneficiary.
3.More than one GV / GC can be used in one bill.
4.This is a ONE time use GV / GC.
5.No Credit note / Refund for the unused amount of the GV / GC will be given.
6.Biba GV / GC CANNOT be revalidated once expired.
7.Biba GV / GC can be clubbed with any on-going promotions on the website. However the Insta GV / GC cannot be clubbed with any other coupon/s.
8.Biba GV / GC cannot be redeemed on specific block out dates. www.biba.inmay add or delete any date on its sole discretion.
9.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
10.If an Insta Gift Voucher (GV) /Gift Card (GC) gets blocked on account of technical issue, it would get enabled in 72 hours.
11.In case of any issue with the Insta GV / GC, you can write in to bit.ly/2CsY6BX or call 1800 1033 314 for immediate help.",Login/SignUp- https://www.biba.in/               Select the product & add to cart.             Proceed to checkout & on payment page click on GyFTR Tab.               Enter the Gift Voucher & click on confirm.                      Pay rest by modes of payment method available if required & click on proceed.,"BIBA Apparels Private Limited (""BIBA""), the Indian fashion giant, stands true to its name. The brand has been dressing and embellishing demure maidens from every corner of India since 1986. Contemporary ethnic fashion at an affordable price is BIBA's commitment to fashion enthusiasts, offering ladies' churidars and dupatta sets in cotton, in shades of every color, and with irresistible color combinations and patterns.",B57BA52F-E649-48DD-A80C-5F2A300CE0E5,1000,BIBA ONLINE INR 1000,BIBGV1000
BIBA,N/A,N/A,N/A,N/A,N/A,"1.This is a Biba Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted online at www.biba.in only
2.The person who has Biba GV / GC Code is deemed to be the beneficiary.
3.More than one GV / GC can be used in one bill.
4.This is a ONE time use GV / GC.
5.No Credit note / Refund for the unused amount of the GV / GC will be given.
6.Biba GV / GC CANNOT be revalidated once expired.
7.Biba GV / GC can be clubbed with any on-going promotions on the website. However the Insta GV / GC cannot be clubbed with any other coupon/s.
8.Biba GV / GC cannot be redeemed on specific block out dates. www.biba.inmay add or delete any date on its sole discretion.
9.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final.
10.If an Insta Gift Voucher (GV) /Gift Card (GC) gets blocked on account of technical issue, it would get enabled in 72 hours.
11.In case of any issue with the Insta GV / GC, you can write in to bit.ly/2CsY6BX or call 1800 1033 314 for immediate help.",Login/SignUp- https://www.biba.in/               Select the product & add to cart.             Proceed to checkout & on payment page click on GyFTR Tab.               Enter the Gift Voucher & click on confirm.                      Pay rest by modes of payment method available if required & click on proceed.,"BIBA Apparels Private Limited (""BIBA""), the Indian fashion giant, stands true to its name. The brand has been dressing and embellishing demure maidens from every corner of India since 1986. Contemporary ethnic fashion at an affordable price is BIBA's commitment to fashion enthusiasts, offering ladies' churidars and dupatta sets in cotton, in shades of every color, and with irresistible color combinations and patterns.",AF256ED0-6EF1-4418-99BD-D1EA42B1AD08,2000,BIBA ONLINE INR 2000,BIBGV2000
Blaupunkt,N/A,N/A,N/A,N/A,N/A,"1.This is Blaupunkt Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at https://blaupunktaudio.in/
2.The Gift voucher is issued by Enventworld
3.The person who has the Blaupunkt GV / GC Code is deemed to be the beneficiary.
4.Blaupunkt is not responsible if the Gift card is lost, stolen or used without permission.
5.A Maximum of 2 GV / GC CAN be used in one bill/transaction.
6.This is a ONE time use GV / GC with an expiration date.
7.No credit note / refund for the unused balance amount of the GV / GC will be given.
8.Any such unused balance amount shall stand lapsed automatically.
9.Blaupunkt GV / GC CANNOT be revalidated once expired or cancelled under any situations.
10.Blaupunkt GV / GC can be clubbed with any one of the existing offer on its website.
11.Blaupunkt GV / GC cannot be redeemed on specific block out dates as may be intimated / updated by Blaupunkt on its website from time to time. Blaupunkt may add or delete any date(s)/period(s) on its sole discretion without any liability.
12.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final. In case of any legal disputes, the courts at New Delhi shall have the exclusive jurisdiction.
13.Blaupunkt shall on best effort basis attempt to accept Insta Gift Vouchers (GV) / Gift Card (GC), but on account of any technical reason or for any reason beyond control of Blaupunkt, GV / GC may not get accepted on the website and Blaupunkt shall have no liability for the same.
14.If an Insta Gift Voucher (GV) /Gift Card (GC) gets blocked on account of technical issue, it would get enabled in 72 hours. In case of transaction failures after Insta Gift Voucher (GV) / Gift Card (GC) is applied, amount would be automatically refunded to the same cards within 48 hours
15.For any queries / issues related to GV / GC, you can write in to help@gyftr.com or call 1800 1033 314.
16.Blaupunkt reserves the rights to edit/change the terms and conditions for the Insta Gift Voucher (GV) / Gift Card (GC) at any time without any notice or liability.
17.Blaupunkt has the final authority on the interpretation of these rules.
18.Blaupunkt reserves the right to withdraw Insta Gift Voucher (GV) / Gift Card (GC) scheme/offer before the completion of validity period without any notice or liability at its sole discretion.
19.Blaupunkt reserves the right to deny accepting any Insta Gift Voucher (GV) / Gift Card (GC), if it suspects that there is duplicity of cards.
20.In no event the liability of Blaupunkt for any claims shall exceed the value of the Insta Gift Voucher (GV) / Gift Card (GC) in dispute.","Visit www.blaupunktaudio.in . Select Product from Dropdown                 Check the price at the product page.          Select Qty and Select Colour ( colour option if available).                 Fill in your Details and apply coupon code                  Once Code applied, Discounted price will appear as per value of GC/GV.","A renowned German Brand, BlauPunkt offers superior quality Bluetooth headphones, speakers, and sound phones. These products are designed by blending in cutting-edge technology with superior parts so that you have a great time listening to your favorite music, podcasts, or while watching movies at home. Bluetooth headphones and earphones make every phone and online conversation clearer and more pleasant. Get discounts on audio devices with BlauPunkt gift vouchers that GyFTR offers.",CE1DCDDD-DE38-4C0C-B9D2-2180B17A8CB7,5000,BIBA ONLINE INR 5000,BIBGV5000
Blaupunkt,N/A,N/A,N/A,N/A,N/A,"1.This is Blaupunkt Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at https://blaupunktaudio.in/
2.The Gift voucher is issued by Enventworld
3.The person who has the Blaupunkt GV / GC Code is deemed to be the beneficiary.
4.Blaupunkt is not responsible if the Gift card is lost, stolen or used without permission.
5.A Maximum of 2 GV / GC CAN be used in one bill/transaction.
6.This is a ONE time use GV / GC with an expiration date.
7.No credit note / refund for the unused balance amount of the GV / GC will be given.
8.Any such unused balance amount shall stand lapsed automatically.
9.Blaupunkt GV / GC CANNOT be revalidated once expired or cancelled under any situations.
10.Blaupunkt GV / GC can be clubbed with any one of the existing offer on its website.
11.Blaupunkt GV / GC cannot be redeemed on specific block out dates as may be intimated / updated by Blaupunkt on its website from time to time. Blaupunkt may add or delete any date(s)/period(s) on its sole discretion without any liability.
12.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final. In case of any legal disputes, the courts at New Delhi shall have the exclusive jurisdiction.
13.Blaupunkt shall on best effort basis attempt to accept Insta Gift Vouchers (GV) / Gift Card (GC), but on account of any technical reason or for any reason beyond control of Blaupunkt, GV / GC may not get accepted on the website and Blaupunkt shall have no liability for the same.
14.If an Insta Gift Voucher (GV) /Gift Card (GC) gets blocked on account of technical issue, it would get enabled in 72 hours. In case of transaction failures after Insta Gift Voucher (GV) / Gift Card (GC) is applied, amount would be automatically refunded to the same cards within 48 hours
15.For any queries / issues related to GV / GC, you can write in to help@gyftr.com or call 1800 1033 314.
16.Blaupunkt reserves the rights to edit/change the terms and conditions for the Insta Gift Voucher (GV) / Gift Card (GC) at any time without any notice or liability.
17.Blaupunkt has the final authority on the interpretation of these rules.
18.Blaupunkt reserves the right to withdraw Insta Gift Voucher (GV) / Gift Card (GC) scheme/offer before the completion of validity period without any notice or liability at its sole discretion.
19.Blaupunkt reserves the right to deny accepting any Insta Gift Voucher (GV) / Gift Card (GC), if it suspects that there is duplicity of cards.
20.In no event the liability of Blaupunkt for any claims shall exceed the value of the Insta Gift Voucher (GV) / Gift Card (GC) in dispute.","Visit www.blaupunktaudio.in . Select Product from Dropdown                 Check the price at the product page.          Select Qty and Select Colour ( colour option if available).                 Fill in your Details and apply coupon code                  Once Code applied, Discounted price will appear as per value of GC/GV.","A renowned German Brand, BlauPunkt offers superior quality Bluetooth headphones, speakers, and sound phones. These products are designed by blending in cutting-edge technology with superior parts so that you have a great time listening to your favorite music, podcasts, or while watching movies at home. Bluetooth headphones and earphones make every phone and online conversation clearer and more pleasant. Get discounts on audio devices with BlauPunkt gift vouchers that GyFTR offers.",094D8643-C783-4FC9-86CD-D35E96FB144F,500,Blaupunkt INR 500,BPKT500
Blaupunkt,N/A,N/A,N/A,N/A,N/A,"1.This is Blaupunkt Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at https://blaupunktaudio.in/
2.The Gift voucher is issued by Enventworld
3.The person who has the Blaupunkt GV / GC Code is deemed to be the beneficiary.
4.Blaupunkt is not responsible if the Gift card is lost, stolen or used without permission.
5.A Maximum of 2 GV / GC CAN be used in one bill/transaction.
6.This is a ONE time use GV / GC with an expiration date.
7.No credit note / refund for the unused balance amount of the GV / GC will be given.
8.Any such unused balance amount shall stand lapsed automatically.
9.Blaupunkt GV / GC CANNOT be revalidated once expired or cancelled under any situations.
10.Blaupunkt GV / GC can be clubbed with any one of the existing offer on its website.
11.Blaupunkt GV / GC cannot be redeemed on specific block out dates as may be intimated / updated by Blaupunkt on its website from time to time. Blaupunkt may add or delete any date(s)/period(s) on its sole discretion without any liability.
12.Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final. In case of any legal disputes, the courts at New Delhi shall have the exclusive jurisdiction.
13.Blaupunkt shall on best effort basis attempt to accept Insta Gift Vouchers (GV) / Gift Card (GC), but on account of any technical reason or for any reason beyond control of Blaupunkt, GV / GC may not get accepted on the website and Blaupunkt shall have no liability for the same.
14.If an Insta Gift Voucher (GV) /Gift Card (GC) gets blocked on account of technical issue, it would get enabled in 72 hours. In case of transaction failures after Insta Gift Voucher (GV) / Gift Card (GC) is applied, amount would be automatically refunded to the same cards within 48 hours
15.For any queries / issues related to GV / GC, you can write in to help@gyftr.com or call 1800 1033 314.
16.Blaupunkt reserves the rights to edit/change the terms and conditions for the Insta Gift Voucher (GV) / Gift Card (GC) at any time without any notice or liability.
17.Blaupunkt has the final authority on the interpretation of these rules.
18.Blaupunkt reserves the right to withdraw Insta Gift Voucher (GV) / Gift Card (GC) scheme/offer before the completion of validity period without any notice or liability at its sole discretion.
19.Blaupunkt reserves the right to deny accepting any Insta Gift Voucher (GV) / Gift Card (GC), if it suspects that there is duplicity of cards.
20.In no event the liability of Blaupunkt for any claims shall exceed the value of the Insta Gift Voucher (GV) / Gift Card (GC) in dispute.","Visit www.blaupunktaudio.in . Select Product from Dropdown                 Check the price at the product page.          Select Qty and Select Colour ( colour option if available).                 Fill in your Details and apply coupon code                  Once Code applied, Discounted price will appear as per value of GC/GV.","A renowned German Brand, BlauPunkt offers superior quality Bluetooth headphones, speakers, and sound phones. These products are designed by blending in cutting-edge technology with superior parts so that you have a great time listening to your favorite music, podcasts, or while watching movies at home. Bluetooth headphones and earphones make every phone and online conversation clearer and more pleasant. Get discounts on audio devices with BlauPunkt gift vouchers that GyFTR offers.",0C184CD1-6A20-44FA-9135-3B271EFCFEA2,1000,Blaupunkt INR 1000,BPKT1000
